Code type,Year,recipient_name,Reporting Organisation Narrative,disbursed
Reproductive health care,2019.0,Senegal,U.S. Agency for International Development,10.49797508
Reproductive health care,2019.0,Serbia,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Serbia,UNICEF,0.04521686300000001
Reproductive health care,2019.0,Seychelles,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Sierra Leone,Bill and Melinda Gates Foundation,0.054
Reproductive health care,2019.0,Sierra Leone,DFAT / Irish Aid,0.004402799082
Reproductive health care,2019.0,Sierra Leone,European Commission - International Partnerships,-0.18289908119999998
Reproductive health care,2019.0,Sierra Leone,"Foreign Affairs, Trade and Development Canada (DFATD)",0.030826616406000002
Reproductive health care,2019.0,Sierra Leone,"Foreign, Commonwealth and Development Office",24.10159571264
Reproductive health care,2019.0,Sierra Leone,GOAL UK,0.4412577516600001
Reproductive health care,2019.0,Sierra Leone,International Rescue Committee Inc.,3.6670190375000002
Reproductive health care,2019.0,Sierra Leone,Leonard Cheshire,0.2750761534
Reproductive health care,2019.0,Sierra Leone,MSI Reproductive Choices,4.304472771646
Reproductive health care,2019.0,Sierra Leone,UNICEF,9.680656788
Reproductive health care,2019.0,Sierra Leone,U.S. Agency for International Development,0.35424799
Reproductive health care,2019.0,Sierra Leone,Welbodi Partnership,0.013132080463199998
Reproductive health care,2019.0,Sierra Leone,World Bank,0.6721990600000001
Reproductive health care,2019.0,Slovakia,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Solomon Islands,Australian Aid,0.14485162499999998
Reproductive health care,2019.0,Solomon Islands,New Zealand Ministry of Foreign Affairs and Trade,0.00913758615
Reproductive health care,2019.0,Somalia,AICS - Italian Agency for Cooperation and Development,1.175475
Reproductive health care,2019.0,Somalia,"Foreign, Commonwealth and Development Office",7.27443417762
Reproductive health care,2019.0,Somalia,Ministry for Foreign Affairs of Finland,5.833763254000001
Reproductive health care,2019.0,Somalia,Swiss Agency for Development and Cooperation (SDC),0.60664416
Reproductive health care,2019.0,Somalia,UNICEF,13.491938751
Reproductive health care,2019.0,Somalia,U.S. Agency for International Development,0.0
Reproductive health care,2019.0,South Africa,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,South Africa,Bill and Melinda Gates Foundation,0.50147636
Reproductive health care,2019.0,South Africa,European Commission - International Partnerships,0.3373848555
Reproductive health care,2019.0,South Africa,Sweden,0.7297031482989457
Reproductive health care,2019.0,South Africa,UNICEF,0.36847107100000004
Reproductive health care,2019.0,South Africa,U.S. Agency for International Development,7.248e-05
Reproductive health care,2019.0,"South America, regional",International Planned Parenthood Federation,0.6163165093800002
Reproductive health care,2019.0,"South America, regional",Plan International Netherlands,0.029360846625
Reproductive health care,2019.0,"South America, regional",Sweden,0.1037253004579152
Reproductive health care,2019.0,"South Asia, regional",European Commission - International Partnerships,0.0151472497
Reproductive health care,2019.0,"South & Central Asia, regional",Bill and Melinda Gates Foundation,2.1703255
Reproductive health care,2019.0,"Southern Africa, regional",Sweden,2.3422203703507867
Reproductive health care,2019.0,"South of Sahara, regional",Bill and Melinda Gates Foundation,4.23458037
Reproductive health care,2019.0,"South of Sahara, regional",Charity Projects Ltd (Comic Relief),0.15326634704999997
Reproductive health care,2019.0,"South of Sahara, regional","Foreign Affairs, Trade and Development Canada (DFATD)",2.6650832
Reproductive health care,2019.0,"South of Sahara, regional",International Development Research Centre,0.13467789701
Reproductive health care,2019.0,"South of Sahara, regional",International Planned Parenthood Federation,1.6867609730400004
Reproductive health care,2019.0,"South of Sahara, regional",Ministry of Foreign Affairs of the Netherlands,8.810993404
Reproductive health care,2019.0,"South of Sahara, regional",Sweden,27.19243899364417
Reproductive health care,2019.0,"South of Sahara, regional",Swiss Agency for Development and Cooperation (SDC),3.5417451904000004
Reproductive health care,2019.0,"South of Sahara, regional",U.S. Agency for International Development,7.589925010000002
Reproductive health care,2019.0,South Sudan,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,South Sudan,"Foreign Affairs, Trade and Development Canada (DFATD)",3.2371000883279684
Reproductive health care,2019.0,South Sudan,"Foreign, Commonwealth and Development Office",30.938624907300007
Reproductive health care,2019.0,South Sudan,International Development Research Centre,0.046321668899999995
Reproductive health care,2019.0,South Sudan,International Rescue Committee Inc.,1.355413854104
Reproductive health care,2019.0,South Sudan,Norad - Norwegian Agency for Development Cooperation,0.7141591786
Reproductive health care,2019.0,South Sudan,Sweden,4.230163178544613
Reproductive health care,2019.0,South Sudan,UNICEF,0.691886055
Reproductive health care,2019.0,South Sudan,U.S. Agency for International Development,12.72458613
Reproductive health care,2019.0,South Sudan,World Bank,23.11839717
Reproductive health care,2019.0,Spain,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Sri Lanka,Diakonia,
Reproductive health care,2019.0,Sri Lanka,UNICEF,0.26929544999999994
Reproductive health care,2019.0,Sudan (the),AICS - Italian Agency for Cooperation and Development,0.720326613195
Reproductive health care,2019.0,Sudan (the),European Commission - International Partnerships,0.1561109
Reproductive health care,2019.0,Sudan (the),"Foreign Affairs, Trade and Development Canada (DFATD)",0.016144254000000004
Reproductive health care,2019.0,Sudan (the),"Foreign, Commonwealth and Development Office",0.60655045408
Reproductive health care,2019.0,Sudan (the),Sweden,2.643851986590382
Reproductive health care,2019.0,Sudan (the),UNICEF,3.7602734360000003
Reproductive health care,2019.0,Sudan (the),U.S. Agency for International Development,0.00034188999999999997
Reproductive health care,2019.0,Suriname,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Suriname,"Foreign Affairs, Trade and Development Canada (DFATD)",0.012934939103999999
Reproductive health care,2019.0,Suriname,World Health Organization,0.401307
Reproductive health care,2019.0,Sweden,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Switzerland,Action Canada for Sexual Health and Rights,0.29373225
Reproductive health care,2019.0,Switzerland,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Syrian Arab Republic,"Foreign, Commonwealth and Development Office",5.7474
Reproductive health care,2019.0,Syrian Arab Republic,Swiss Agency for Development and Cooperation (SDC),0.49245440000000007
Reproductive health care,2019.0,Syrian Arab Republic,UNICEF,2.6779896260000005
Reproductive health care,2019.0,Tajikistan,AFEW International,0.00981162622
Reproductive health care,2019.0,Tajikistan,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Tajikistan,Ministry for Foreign Affairs of Finland,0.0780588193
Reproductive health care,2019.0,Tajikistan,UNICEF,0.29673370800000004
Reproductive health care,2019.0,Tajikistan,U.S. Agency for International Development,1.02948414
Reproductive health care,2019.0,"Tanzania, United Republic of",Amref Flying Doctors,0.094877625
Reproductive health care,2019.0,"Tanzania, United Republic of",Amref Health Africa - UK,0.2671062255
Reproductive health care,2019.0,"Tanzania, United Republic of",Bill and Melinda Gates Foundation,1.66583612
Reproductive health care,2019.0,"Tanzania, United Republic of",DFAT / Irish Aid,1.3232072194
Reproductive health care,2019.0,"Tanzania, United Republic of",Flemish Interuniversity Council for University Development Cooperation (VLIR-UOS),0.011947326679662
Reproductive health care,2019.0,"Tanzania, United Republic of","Foreign Affairs, Trade and Development Canada (DFATD)",6.653325518687948
Reproductive health care,2019.0,"Tanzania, United Republic of","Foreign, Commonwealth and Development Office",0.40719192292
Reproductive health care,2019.0,"Tanzania, United Republic of",International Development Research Centre,0.15065363099999998
Reproductive health care,2019.0,"Tanzania, United Republic of",Ministry for Foreign Affairs of Finland,0.45929736050000003
Reproductive health care,2019.0,"Tanzania, United Republic of","Ministry of Foreign Affairs, Denmark",1.12425
Reproductive health care,2019.0,"Tanzania, United Republic of",MSI Reproductive Choices,1.303727913144
Reproductive health care,2019.0,"Tanzania, United Republic of",Norad - Norwegian Agency for Development Cooperation,0.3174774846
Reproductive health care,2019.0,"Tanzania, United Republic of",Options Consultancy Services,0.30353229312749996
Reproductive health care,2019.0,"Tanzania, United Republic of",Sweden,0.5529175784430884
Reproductive health care,2019.0,"Tanzania, United Republic of",Swiss Agency for Development and Cooperation (SDC),0.5322524006400001
Reproductive health care,2019.0,"Tanzania, United Republic of",UNICEF,4.120140162999999
Reproductive health care,2019.0,"Tanzania, United Republic of",U.S. Agency for International Development,14.64253954
Reproductive health care,2019.0,"Tanzania, United Republic of",World Bank,6.40639375
Reproductive health care,2019.0,Thailand,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Thailand,Diakonia,
Reproductive health care,2019.0,Thailand,Sweden,0.09308970526338049
Reproductive health care,2019.0,Thailand,UNICEF,0.465057766
Reproductive health care,2019.0,Thailand,U.S. Agency for International Development,0.00487613
Reproductive health care,2019.0,Timor-Leste,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Timor-Leste,Australian Aid,3.6982571685237
Reproductive health care,2019.0,Timor-Leste,UNICEF,0.266081066
Reproductive health care,2019.0,Timor-Leste,U.S. Agency for International Development,0.7853667099999999
Reproductive health care,2019.0,Togo,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Togo,"Foreign Affairs, Trade and Development Canada (DFATD)",0.30750960000000005
Reproductive health care,2019.0,Togo,International Development Research Centre,0.17908317999999998
Reproductive health care,2019.0,Togo,UNICEF,0.528257382
Reproductive health care,2019.0,Tonga,Australian Aid,0.14485162499999998
Reproductive health care,2019.0,Tonga,New Zealand Ministry of Foreign Affairs and Trade,0.00913758615
Reproductive health care,2019.0,Trinidad and Tobago,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Trinidad and Tobago,World Health Organization,0.0429825
Reproductive health care,2019.0,Tunisia,UNICEF,0.18885728200000002
Reproductive health care,2019.0,Turkey,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Turkmenistan,UNICEF,0.09904307000000001
Reproductive health care,2019.0,Tuvalu,New Zealand Ministry of Foreign Affairs and Trade,0.00913758615
Reproductive health care,2019.0,Uganda,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Uganda,Australian Aid,0.039851416697400006
Reproductive health care,2019.0,Uganda,Bill and Melinda Gates Foundation,0.2408396459
Reproductive health care,2019.0,Uganda,Charity Projects Ltd (Comic Relief),0.055050465622
Reproductive health care,2019.0,Uganda,dance4life,0.022360527914999997
Reproductive health care,2019.0,Uganda,DFAT / Irish Aid,0.01358951
Reproductive health care,2019.0,Uganda,"Foreign, Commonwealth and Development Office",0.09990117908
Reproductive health care,2019.0,Uganda,International Development Research Centre,0.1079121189
Reproductive health care,2019.0,Uganda,International Planned Parenthood Federation,0.2501082844264951
Reproductive health care,2019.0,Uganda,Ministry of Foreign Affairs of the Netherlands,7.080839738999999
Reproductive health care,2019.0,Uganda,MSI Reproductive Choices,9.841332669144
Reproductive health care,2019.0,Uganda,Options Consultancy Services,0.283296806919
Reproductive health care,2019.0,Uganda,Stichting Simavi,0.00966990515
Reproductive health care,2019.0,Uganda,Sweden,11.620152743789593
Reproductive health care,2019.0,Uganda,UNICEF,2.6345473360000002
Reproductive health care,2019.0,Uganda,U.S. Agency for International Development,17.806007950000012
Reproductive health care,2019.0,Ukraine,AFEW International,0.21667024896000003
Reproductive health care,2019.0,Ukraine,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Ukraine,UNICEF,0.3978768350000001
Reproductive health care,2019.0,United Arab Emirates (the),U.S. Agency for International Development,0.0006735199999999999
Reproductive health care,2019.0,United Kingdom of Great Britain and Northern Ireland (the),Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,United Kingdom of Great Britain and Northern Ireland (the),International Planned Parenthood Federation,1.4367844969999999
Reproductive health care,2019.0,United States of America (the),International Planned Parenthood Federation,0.09094156110000001
Reproductive health care,2019.0,Uruguay,UNICEF,0.074906556
Reproductive health care,2019.0,Uruguay,World Health Organization,0.010911200000000001
Reproductive health care,2019.0,Uzbekistan,UNICEF,0.530578875
Reproductive health care,2019.0,Vanuatu,Australian Aid,0.14485162499999998
Reproductive health care,2019.0,Vanuatu,New Zealand Ministry of Foreign Affairs and Trade,0.00913758615
Reproductive health care,2019.0,Venezuela (Bolivarian Republic of),UNICEF,1.8657263629999998
Reproductive health care,2019.0,Venezuela (Bolivarian Republic of),World Health Organization,0.3208664
Reproductive health care,2019.0,Viet Nam,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Viet Nam,European Commission - International Partnerships,0.16294810817999997
Reproductive health care,2019.0,Viet Nam,Norad - Norwegian Agency for Development Cooperation,-0.0059382858
Reproductive health care,2019.0,Viet Nam,UNICEF,0.007117189
Reproductive health care,2019.0,Western Sahara,AECID Spanish Agency for International Development Cooperation,0.21058125
Reproductive health care,2019.0,Yemen,Cordaid,0.15770340524999998
Reproductive health care,2019.0,Yemen,Ministry of Foreign Affairs of the Netherlands,4.4529220805
Reproductive health care,2019.0,Yemen,MSI Reproductive Choices,3.1963212610999996
Reproductive health care,2019.0,Yemen,UNICEF,42.469245615999995
Reproductive health care,2019.0,Yemen,U.S. Agency for International Development,3.2619801600000002
Reproductive health care,2019.0,Yemen,World Bank,17.33727357
Reproductive health care,2019.0,Yemen,Yamaan Foundation for Health and Social Development,0.74327691175
Reproductive health care,2019.0,Zambia,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Zambia,Bill and Melinda Gates Foundation,1.81667682
Reproductive health care,2019.0,Zambia,CARE International UK,0.056760594395999994
Reproductive health care,2019.0,Zambia,CHOICE for Youth and Sexuality,0.031964707348
Reproductive health care,2019.0,Zambia,"Foreign Affairs, Trade and Development Canada (DFATD)",0.185336578584
Reproductive health care,2019.0,Zambia,"Foreign, Commonwealth and Development Office",0.28028818144
Reproductive health care,2019.0,Zambia,International Development Research Centre,0.013583801999999999
Reproductive health care,2019.0,Zambia,MSI Reproductive Choices,1.955591869716
Reproductive health care,2019.0,Zambia,Norad - Norwegian Agency for Development Cooperation,0.0305485
Reproductive health care,2019.0,Zambia,Options Consultancy Services,0.283296806919
Reproductive health care,2019.0,Zambia,Plan International Netherlands,0.19824251535
Reproductive health care,2019.0,Zambia,Royal Tropical Institute,0.0930405255
Reproductive health care,2019.0,Zambia,Sweden,5.678559029177551
Reproductive health care,2019.0,Zambia,UNICEF,0.525446476
Reproductive health care,2019.0,Zambia,U.S. Agency for International Development,14.41129278
Reproductive health care,2019.0,Zimbabwe,Aidsfonds - Soaaids Nederland,0.00015129576041666664
Reproductive health care,2019.0,Zimbabwe,Bill and Melinda Gates Foundation,-0.00609056
Reproductive health care,2019.0,Zimbabwe,DFAT / Irish Aid,0.33693
Reproductive health care,2019.0,Zimbabwe,Diakonia,
Reproductive health care,2019.0,Zimbabwe,"Foreign, Commonwealth and Development Office",8.538932295899999
Reproductive health care,2019.0,Zimbabwe,MSI Reproductive Choices,2.1185578588590004
Reproductive health care,2019.0,Zimbabwe,Sweden,7.530602617067756
Reproductive health care,2019.0,Zimbabwe,Swiss Agency for Development and Cooperation (SDC),0.1274112
Reproductive health care,2019.0,Zimbabwe,UNICEF,2.0215295490000003
Reproductive health care,2019.0,Zimbabwe,U.S. Agency for International Development,2.7410909600000006
Reproductive health care,2019.0,,Australian Aid,2.3522779428111003
Reproductive health care,2019.0,,Diakonia,
Reproductive health care,2019.0,,UNICEF,8.012130819
Reproductive health care,2020.0,,Aidsfonds - Soaaids Nederland,0.914507267828
Reproductive health care,2020.0,,Plan International Netherlands,1.00902429012
Reproductive health care,2020.0,Afghanistan,Ministry for Foreign Affairs of Finland,1.68075
Reproductive health care,2020.0,Afghanistan,MSI Reproductive Choices,0.47299947964500005
Reproductive health care,2020.0,Afghanistan,Norad - Norwegian Agency for Development Cooperation,0.296408
Reproductive health care,2020.0,Afghanistan,Sweden,0.6709452119872527
Reproductive health care,2020.0,Afghanistan,UNICEF,14.687300098
Reproductive health care,2020.0,Afghanistan,U.S. Agency for International Development,11.243672729999991
Reproductive health care,2020.0,Afghanistan,World Health Organization,1.4414364900000005
Reproductive health care,2020.0,"Africa, regional",Bill and Melinda Gates Foundation,1.046236514266
Reproductive health care,2020.0,"Africa, regional",Bundesministerium fÃ¼r wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),14.8148
Reproductive health care,2020.0,"Africa, regional","Foreign Affairs, Trade and Development Canada (DFATD)",0.79451136
Reproductive health care,2020.0,"Africa, regional",International Development Research Centre,-2.91038304567337e-17
Reproductive health care,2020.0,"Africa, regional",Ipas,0.50871576104
Reproductive health care,2020.0,"Africa, regional",The Open University,0.094652042
Reproductive health care,2020.0,"Africa, regional",U.S. Agency for International Development,8.138950289999999
Reproductive health care,2020.0,Albania,UNICEF,
Reproductive health care,2020.0,Albania,World Health Organization,0.08364889799999999
Reproductive health care,2020.0,Algeria,UNICEF,0.14185932
Reproductive health care,2020.0,Algeria,World Health Organization,0.007926392999999999
Reproductive health care,2020.0,American Samoa,World Health Organization,0.0044007460000000005
Reproductive health care,2020.0,"America, regional",European Commission - International Partnerships,0.24917230799999998
Reproductive health care,2020.0,"America, regional","Foreign Affairs, Trade and Development Canada (DFATD)",0.79451136
Reproductive health care,2020.0,"America, regional",U.S. Agency for International Development,0.9001741600000001
Reproductive health care,2020.0,Angola,UNICEF,0.212736873
Reproductive health care,2020.0,Angola,World Bank,14.13420618
Reproductive health care,2020.0,Angola,World Bank Trust Funds,3.82204131
Reproductive health care,2020.0,Angola,World Health Organization,0.21738877200000004
Reproductive health care,2020.0,Argentina,Bill and Melinda Gates Foundation,0.19282384
Reproductive health care,2020.0,Argentina,International Development Research Centre,0.0
Reproductive health care,2020.0,Argentina,UNICEF,0.816676554
Reproductive health care,2020.0,Armenia,UNICEF,0.33946892100000003
Reproductive health care,2020.0,Armenia,World Bank,0.20473410000000003
Reproductive health care,2020.0,Armenia,World Health Organization,0.023475323000000003
Reproductive health care,2020.0,"Asia, regional",Bill and Melinda Gates Foundation,0.329256779266
Reproductive health care,2020.0,"Asia, regional","Foreign Affairs, Trade and Development Canada (DFATD)",0.79451136
Reproductive health care,2020.0,"Asia, regional",International Planned Parenthood Federation,0.5214127463400001
Reproductive health care,2020.0,"Asia, regional","Ministry of Foreign Affairs, Denmark",0.282865
Reproductive health care,2020.0,"Asia, regional",The Open University,0.047326020999999996
Reproductive health care,2020.0,"Asia, regional",U.S. Agency for International Development,1.6823941900000003
Reproductive health care,2020.0,Azerbaijan,UNICEF,0.048187056
Reproductive health care,2020.0,Azerbaijan,World Health Organization,0.012267368000000002
Reproductive health care,2020.0,Bahrain,World Health Organization,0.00027091900000000005
Reproductive health care,2020.0,Bangladesh,Bill and Melinda Gates Foundation,2.2441144900000003
Reproductive health care,2020.0,Bangladesh,European Commission - International Partnerships,0.38238611031
Reproductive health care,2020.0,Bangladesh,"Foreign Affairs, Trade and Development Canada (DFATD)",2.6553011246652054
Reproductive health care,2020.0,Bangladesh,"Foreign, Commonwealth and Development Office",10.5836611179
Reproductive health care,2020.0,Bangladesh,International Development Research Centre,0.060095006
Reproductive health care,2020.0,Bangladesh,Ministry of Foreign Affairs of the Netherlands,0.9244868248
Reproductive health care,2020.0,Bangladesh,MSI Reproductive Choices,1.986597814509
Reproductive health care,2020.0,Bangladesh,New Zealand Ministry of Foreign Affairs and Trade,1.232009931555
Reproductive health care,2020.0,Bangladesh,Norad - Norwegian Agency for Development Cooperation,0.023759202600000005
Reproductive health care,2020.0,Bangladesh,Options Consultancy Services,0.30741192405000006
Reproductive health care,2020.0,Bangladesh,Plan International Netherlands,-0.00623281428
Reproductive health care,2020.0,Bangladesh,Stichting Simavi,0.26884658870300004
Reproductive health care,2020.0,Bangladesh,Sweden,1.6059203598804521
Reproductive health care,2020.0,Bangladesh,UNICEF,5.920686660999999
Reproductive health care,2020.0,Bangladesh,U.S. Agency for International Development,24.45946223
Reproductive health care,2020.0,Bangladesh,World Bank,23.91894594
Reproductive health care,2020.0,Bangladesh,World Health Organization,4.692658059000007
Reproductive health care,2020.0,Belarus,World Health Organization,0.146444367
Reproductive health care,2020.0,Belize,UNICEF,0.15581944
Reproductive health care,2020.0,Benin,AFD,2.241
Reproductive health care,2020.0,Benin,CARE Benin/Togo,22.652960307300003
Reproductive health care,2020.0,Benin,Cordaid,0.14302561196000002
Reproductive health care,2020.0,Benin,Directorate-general Development Cooperation and Humanitarian Aid,1.1661697739999999
Reproductive health care,2020.0,Benin,"Foreign Affairs, Trade and Development Canada (DFATD)",1.12459928236464
Reproductive health care,2020.0,Benin,International Development Research Centre,0.16415447941000003
Reproductive health care,2020.0,Benin,Memisa Belgique asbl,0.14722330624200003
Reproductive health care,2020.0,Benin,Ministry of Foreign Affairs of the Netherlands,4.758157065199999
Reproductive health care,2020.0,Benin,UNICEF,0.10275435799999999
Reproductive health care,2020.0,Benin,U.S. Agency for International Development,2.65707166
Reproductive health care,2020.0,Benin,World Health Organization,1.250414169
Reproductive health care,2020.0,Bhutan,UNICEF,0.10579107
Reproductive health care,2020.0,Bhutan,World Health Organization,0.104887257
Reproductive health care,2020.0,Bolivia (Plurinational State of),"Foreign Affairs, Trade and Development Canada (DFATD)",0.055213100218880005
Reproductive health care,2020.0,Bolivia (Plurinational State of),Sweden,1.7857169563633994
Reproductive health care,2020.0,Bolivia (Plurinational State of),UNICEF,1.712861663
Reproductive health care,2020.0,Bosnia and Herzegovina,Swiss Agency for Development and Cooperation (SDC),0.03571439999999999
Reproductive health care,2020.0,Bosnia and Herzegovina,World Health Organization,0.10614879099999999
Reproductive health care,2020.0,Botswana,Aidsfonds - Soaaids Nederland,0.00234831674
Reproductive health care,2020.0,Botswana,World Health Organization,0.03522806799999998
Reproductive health care,2020.0,Brazil,Bill and Melinda Gates Foundation,-0.0012978699999999998
Reproductive health care,2020.0,Brazil,Plan International Netherlands,0.005249362272
Reproductive health care,2020.0,Brazil,UNICEF,0.32033288400000004
Reproductive health care,2020.0,Bulgaria,UNICEF,0.037880568
Reproductive health care,2020.0,Bulgaria,World Health Organization,0.007042980000000001
Reproductive health care,2020.0,Burkina Faso,Bill and Melinda Gates Foundation,1.9705632450000001
Reproductive health care,2020.0,Burkina Faso,Directorate-general Development Cooperation and Humanitarian Aid,1.5601317732
Reproductive health care,2020.0,Burkina Faso,"Foreign Affairs, Trade and Development Canada (DFATD)",0.49242279648000004
Reproductive health care,2020.0,Burkina Faso,Ministry of Foreign Affairs of the Netherlands,3.2959180716
Reproductive health care,2020.0,Burkina Faso,MSI Reproductive Choices,3.71331640545
Reproductive health care,2020.0,Burkina Faso,Options Consultancy Services,0.240136891041
Reproductive health care,2020.0,Burkina Faso,Sweden,0.03544339264905479
Reproductive health care,2020.0,Burkina Faso,UNICEF,1.03078044
Reproductive health care,2020.0,Burkina Faso,U.S. Agency for International Development,1.25316227
Reproductive health care,2020.0,Burkina Faso,World Bank,0.12613648
Reproductive health care,2020.0,Burkina Faso,World Health Organization,1.7326513240000005
Reproductive health care,2020.0,Burundi,"Foreign Affairs, Trade and Development Canada (DFATD)",0.10863611613221728
Reproductive health care,2020.0,Burundi,Memisa Belgique asbl,0.11241151812000003
Reproductive health care,2020.0,Burundi,Ministry of Foreign Affairs of the Netherlands,0.5878854520000001
Reproductive health care,2020.0,Burundi,UNICEF,0.8942316199999999
Reproductive health care,2020.0,Burundi,U.S. Agency for International Development,2.095
Reproductive health care,2020.0,Burundi,World Bank,0.3297474
Reproductive health care,2020.0,Burundi,World Health Organization,0.8080601409999998
Reproductive health care,2020.0,Cabo Verde,World Health Organization,0.046216233
Reproductive health care,2020.0,Cambodia,Australian Aid,1.62672
Reproductive health care,2020.0,Cambodia,"Foreign Affairs, Trade and Development Canada (DFATD)",0.211434813482884
Reproductive health care,2020.0,Cambodia,UNICEF,1.3665761219999994
Reproductive health care,2020.0,Cambodia,U.S. Agency for International Development,2.4985595800000002
Reproductive health care,2020.0,Cambodia,World Bank,3.4640079900000007
Reproductive health care,2020.0,Cambodia,World Bank Trust Funds,5.264830875
Reproductive health care,2020.0,Cambodia,World Health Organization,0.7921809869999994
Reproductive health care,2020.0,Cameroon,Bill and Melinda Gates Foundation,0.225
Reproductive health care,2020.0,Cameroon,Cordaid,0.345504828284
Reproductive health care,2020.0,Cameroon,"Foreign Affairs, Trade and Development Canada (DFATD)",0.32386067239488003
Reproductive health care,2020.0,Cameroon,International Development Research Centre,0.006655478180000002
Reproductive health care,2020.0,Cameroon,MSI Reproductive Choices,0.37133164054499995
Reproductive health care,2020.0,Cameroon,UNICEF,0.6910136620000001
Reproductive health care,2020.0,Cameroon,World Bank,0.35912824
Reproductive health care,2020.0,Cameroon,World Health Organization,0.3042768100000001
Reproductive health care,2020.0,Canada,"Foreign Affairs, Trade and Development Canada (DFATD)",0.03498382132394404
Reproductive health care,2020.0,Central African Republic (the),Bill and Melinda Gates Foundation,0.34
Reproductive health care,2020.0,Central African Republic (the),Cordaid,0.31829523726000003
Reproductive health care,2020.0,Central African Republic (the),Stichting Vluchteling,0.267357271104
Reproductive health care,2020.0,Central African Republic (the),Swiss Agency for Development and Cooperation (SDC),0.01903815616
Reproductive health care,2020.0,Central African Republic (the),UNICEF,0.439829289
Reproductive health care,2020.0,Central African Republic (the),World Bank,1.5523414199999999
Reproductive health care,2020.0,Central African Republic (the),World Health Organization,0.41302325199999973
Reproductive health care,2020.0,"Central America, regional",Sweden,0.16287175478028598
Reproductive health care,2020.0,"Central Asia, regional",International Planned Parenthood Federation,0.18402802812
Reproductive health care,2020.0,Chad,Bill and Melinda Gates Foundation,0.225
Reproductive health care,2020.0,Chad,MSI Reproductive Choices,0.74266328109
Reproductive health care,2020.0,Chad,Swiss Agency for Development and Cooperation (SDC),0.00470125728
Reproductive health care,2020.0,Chad,UNICEF,0.33281794700000006
Reproductive health care,2020.0,Chad,World Health Organization,0.4641635769999997
Reproductive health care,2020.0,China,UNICEF,1.6534015189999995
Reproductive health care,2020.0,China,World Health Organization,0.24043301500000006
Reproductive health care,2020.0,Colombia,"Foreign Affairs, Trade and Development Canada (DFATD)",0.22906858314018305
Reproductive health care,2020.0,Colombia,Sweden,0.7117495683898498
Reproductive health care,2020.0,Colombia,UNICEF,0.26932047200000003
Reproductive health care,2020.0,Comoros (the),UNICEF,0.133025523
Reproductive health care,2020.0,Comoros (the),World Health Organization,0.05826254200000001
Reproductive health care,2020.0,Congo (the),UNICEF,0.10762229300000001
Reproductive health care,2020.0,Congo (the),World Health Organization,0.21152388200000002
Reproductive health care,2020.0,Congo (the Democratic Republic of the),Bill and Melinda Gates Foundation,0.8293769449999999
Reproductive health care,2020.0,Congo (the Democratic Republic of the),Bundesministerium fÃ¼r wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),0.3069301774
Reproductive health care,2020.0,Congo (the Democratic Republic of the),Cordaid,0.5938092751359999
Reproductive health care,2020.0,Congo (the Democratic Republic of the),"Foreign Affairs, Trade and Development Canada (DFATD)",2.000913890338848
Reproductive health care,2020.0,Congo (the Democratic Republic of the),"Foreign, Commonwealth and Development Office",4.0864137100799995
Reproductive health care,2020.0,Congo (the Democratic Republic of the),IMA World Health,3.062167098372496
Reproductive health care,2020.0,Congo (the Democratic Republic of the),International Development Research Centre,0.019442518048000006
Reproductive health care,2020.0,Congo (the Democratic Republic of the),Ipas,1.0502518937599998
Reproductive health care,2020.0,Congo (the Democratic Republic of the),Memisa Belgique asbl,0.485628684498
Reproductive health care,2020.0,Congo (the Democratic Republic of the),Ministry of Foreign Affairs of the Netherlands,1.7094
Reproductive health care,2020.0,Congo (the Democratic Republic of the),MSI Reproductive Choices,8.540627732535002
