Reporting Organsation Reference,Name,Organisation Type,Transaction Type,Value $m,YYYYMM year and month
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,9.8403674089,202103
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,0.0060780306,202105
XM-DAC-47059,International Development Law Organization (IDLO),Multilateral,Spend,9.9169726216,202106
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,80.4729290145637,202008
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,98.1110271618449,202009
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,82.415755355202,202010
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,92.4234681160012,202011
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,83.49461042193,202012
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,86.5735790516769,202101
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,36.0050785204329,202102
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,22.9945057375203,202103
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,27.1941368624279,202104
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,9.33735104342099,202105
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,123.203060793546,202106
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Commitment,6.223250460762,202107
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,173.195731939986,202008
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,525.818089561376,202009
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,158.059001343614,202010
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,269.777608441267,202011
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,359.2169732031,202012
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,185.420463671584,202101
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,111.747299272372,202102
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,169.425443655684,202103
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,136.087125773517,202104
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,135.263890164871,202105
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,94.7483278235875,202106
XM-DAC-5-7,Germany – Federal Foreign Office,Bilateral,Spend,284.798050850671,202107
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,126.561472245,202008
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,119.8158571935,202009
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,147.0194458335,202010
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,968.747312295,202011
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,2545.36715532149,202012
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,30.7305788975999,202101
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,168.016912164899,202102
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,203.002983486,202103
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,123.1308402003,202104
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,293.368893614099,202105
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,124.9455947319,202106
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Commitment,124.3205435628,202107
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,208.295522298,202008
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,237.817740298499,202009
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,279.253202818499,202010
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,568.8671749965,202011
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,693.284885352,202012
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,361.566697417199,202101
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,255.641126924699,202102
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,286.367481548099,202103
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,227.5862071518,202104
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,196.268707551599,202105
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,241.4895300549,202106
XM-DAC-7,Netherlands – Ministry of Foreign Affairs (DGIS),Bilateral,Spend,205.936274691,202107
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,335.5,202008
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,214.84,202009
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,833.22,202010
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,581.54,202011
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,1465.96,202012
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,838.46,202101
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,1227.16,202102
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,2121.12,202103
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,1023.61,202104
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,1401.53,202105
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,4369.43,202106
XM-DAC-903,International Finance Corporation (IFC),IFI,Commitment,171.72,202107
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,285.7275,202008
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,1352.537725,202009
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,613.5273099,202010
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,751.9225,202011
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,5798.97865,202012
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,59.39325,202101
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,533.9736,202102
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,765.32445,202103
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,130.2709307053,202104
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,909.076665,202105
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,984.41874,202106
XM-DAC-918-3,EC – European Investment Bank (EIB),Bilateral,Commitment,56.7127,202107
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,14.194023,202008
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,13.2006,202009
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,19.323088,202010
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,101.208745,202011
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,30.513605,202012
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,74.372434,202101
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,2.980599,202102
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,6.000001,202103
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,75.35512,202104
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,45.808345,202105
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,38.415504,202106
XM-OCHA-CERF,UN - UNOCHA CERF,Multilateral,Spend,6.088857,202107
