Reporting Organsation Reference,Name,Organisation Type,Transaction Type,Value $m,YYYYMM year and month
GB-GOV-13,"UK – Department for Business, Energy and Industrial Strategy (BEIS)",Bilateral,Spend,31.682024718682,202103
GB-GOV-13,"UK – Department for Business, Energy and Industrial Strategy (BEIS)",Bilateral,Spend,1.3236336695,202104
GB-GOV-13,"UK – Department for Business, Energy and Industrial Strategy (BEIS)",Bilateral,Spend,4.677526946655,202106
KR-GOV-010,South Korea - Office for Government Policy Coordination,Bilateral,Commitment,2224.80905994881,202101
KR-GOV-010,South Korea - Office for Government Policy Coordination,Bilateral,Spend,683.544351766399,202106
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,-2.11360862943,202008
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,-0.903985594515,202009
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,-0.88931837277,202010
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,0.707796039374999,202011
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,11.642107554225,202012
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,17.473211709642,202101
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,2.316553857783,202102
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,-24.104280479976,202103
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,-0.833056229475,202104
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,-1.37858859308699,202105
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,0.169333753284,202106
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Commitment,6.389224841322,202107
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,1.34145327744,202008
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,5.25832972992,202009
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,6.059865925305,202010
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,3.35785469976,202011
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,13.29079535433,202012
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,1.813584235689,202101
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,21.27636905544,202102
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,3.93777659293199,202103
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,6.126447472866,202104
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,5.84801336493,202105
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,4.87906484774399,202106
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,8.912553221844,202107
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,0.004338576,202008
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,0.003592323,202009
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,0.001355805,202010
NL-KVK-27378529,Netherlands – Enterprise Agency (RvO),Bilateral,Spend,0.2306291535,202012
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,0.786223,202008
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,14.317328,202009
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,6.088584,202010
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,122.300797,202011
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,189.728249,202012
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,10.805229,202101
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,95.416568,202102
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,30.549869,202103
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,27.130391,202104
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,54.24469,202105
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,60.760954,202106
NO-BRC-917687811,Coalition for Epidemic Preparedness innovations,Multilateral,Spend,106.706446,202107
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Commitment,78.980517889,202008
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Commitment,87.4043798292,202009
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Commitment,96.7244789154,202010
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Commitment,188.1242652744,202011
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Commitment,495.294476433399,202012
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Commitment,285.599120128399,202101
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Commitment,121.52566,202102
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Commitment,5.768088529,202103
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Spend,58.6459733943999,202008
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Spend,157.8165316798,202009
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Spend,160.1725495804,202010
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Spend,539.655649019199,202011
NO-BRC-971277882,Norway – Norway Agency for Development Cooperation (Norad),Bilateral,Spend,936.345578704199,202012
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,3.967752425,202008
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,1.96256770892,202009
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,3.90392039491999,202010
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,22.30047952704,202011
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,44.80875110452,202012
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,12.3332915659559,202101
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,10.4814083522729,202102
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,0.882934521495004,202103
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,9.16929392045698,202104
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,35.867582541306,202105
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,64.2760042700969,202106
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Commitment,-26.851183795497,202107
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,20.75975593588,202008
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,33.63309007032,202009
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,15.5253450024399,202010
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,23.27638034956,202011
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,40.35610185828,202012
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,28.584412268928,202101
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,41.27778878391,202102
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,32.164367087259,202103
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,51.772368411573,202104
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,61.7683039217611,202105
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,149.204066625305,202106
NZ-1,New Zealand – Ministry of Foreign Affairs and Trade,Bilateral,Spend,62.571144594951,202107
SE-0,Sweden,Bilateral,Commitment,36.1376175119568,202008
SE-0,Sweden,Bilateral,Commitment,85.4671162219917,202009
SE-0,Sweden,Bilateral,Commitment,78.1089937576363,202010
SE-0,Sweden,Bilateral,Commitment,234.334949781169,202011
SE-0,Sweden,Bilateral,Commitment,314.192788364375,202012
SE-0,Sweden,Bilateral,Commitment,1747.18273970324,202101
SE-0,Sweden,Bilateral,Commitment,73.6221317740883,202102
SE-0,Sweden,Bilateral,Commitment,95.5288716244467,202103
SE-0,Sweden,Bilateral,Commitment,143.142786844266,202104
SE-0,Sweden,Bilateral,Commitment,72.1286518561749,202105
SE-0,Sweden,Bilateral,Commitment,117.374673985012,202106
SE-0,Sweden,Bilateral,Commitment,129.159326145238,202107
SE-0,Sweden,Bilateral,Spend,160.450725967186,202008
SE-0,Sweden,Bilateral,Spend,253.646494666492,202009
SE-0,Sweden,Bilateral,Spend,278.619379799559,202010
SE-0,Sweden,Bilateral,Spend,391.304537001206,202011
SE-0,Sweden,Bilateral,Spend,602.559363112806,202012
SE-0,Sweden,Bilateral,Spend,528.546931138908,202101
SE-0,Sweden,Bilateral,Spend,133.565438107647,202102
SE-0,Sweden,Bilateral,Spend,1038.62747718166,202103
SE-0,Sweden,Bilateral,Spend,403.142787157019,202104
SE-0,Sweden,Bilateral,Spend,258.800901850223,202105
SE-0,Sweden,Bilateral,Spend,309.185823711956,202106
SE-0,Sweden,Bilateral,Spend,242.619883204664,202107
SE-0,Sweden,Bilateral,Spend,0.250671963256132,202008
SE-0,Sweden,Bilateral,Spend,0.347646661671932,202009
SE-0,Sweden,Bilateral,Spend,0.63343641921018,202010
SE-0,Sweden,Bilateral,Spend,0.868903472425811,202011
SE-0,Sweden,Bilateral,Spend,0.963581136193361,202012
SE-0,Sweden,Bilateral,Spend,1.23351889963842,202101
SE-0,Sweden,Bilateral,Spend,0.301774429134499,202102
SE-0,Sweden,Bilateral,Spend,0.44093864403835,202103
SE-0,Sweden,Bilateral,Spend,0.558264107408493,202104
SE-0,Sweden,Bilateral,Spend,0.50151182014615,202105
SE-0,Sweden,Bilateral,Spend,0.458182967957696,202106
SE-0,Sweden,Bilateral,Spend,0.515262801177019,202107
US-18,US - Millennium Challenge Corporation,Bilateral,Commitment,108.540587719999,202009
US-18,US - Millennium Challenge Corporation,Bilateral,Commitment,64.3563949,202012
US-18,US - Millennium Challenge Corporation,Bilateral,Commitment,368.38843712,202103
US-18,US - Millennium Challenge Corporation,Bilateral,Commitment,34.5489852499999,202106
US-18,US - Millennium Challenge Corporation,Bilateral,Spend,160.93100291,202009
US-18,US - Millennium Challenge Corporation,Bilateral,Spend,174.85192677,202012
US-18,US - Millennium Challenge Corporation,Bilateral,Spend,152.96424242,202103
US-18,US - Millennium Challenge Corporation,Bilateral,Spend,199.475414489999,202106
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,487.34491473,202008
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,8012.74280311,202009
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,0.82933273,202010
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,340.92411325,202011
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,2377.04533407001,202012
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,68.45065951,202101
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,314.44519679,202102
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,5352.65520266999,202103
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,248.79094657,202104
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,384.04790116,202105
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,4328.66751365001,202106
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Commitment,5605.57291422,202107
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,926.648024090001,202008
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,3827.03612091,202009
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,1489.86321417999,202010
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,1153.02850277999,202011
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,2582.23371647001,202012
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,270.68394423,202101
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,1251.04309931999,202102
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,5410.81987233001,202103
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,415.11811607,202104
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,886.06273903,202105
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,3445.61608867,202106
US-GOV-1,US – US Agency for International Development (USAID),Bilateral,Spend,2282.83870504999,202107
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,1729.20596966,202008
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,5361.27916414999,202009
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,4245.17863686999,202010
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,490.10719186,202011
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,2781.87534992999,202012
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,140.744404579999,202101
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,26.68665658,202102
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,811.85373954,202103
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,2.17998125,202104
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,0.65,202105
US-USAGOV,US – The Federal Government of the United States,Bilateral,Commitment,3.674534,202106
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,1341.23350458999,202008
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,2186.22742533999,202009
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,368.824179869999,202010
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,370.77127971,202011
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,869.64732659,202012
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,115.9986069,202101
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,145.4614684,202102
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,1003.29519754999,202103
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,1.90857059999999,202104
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,0.4983345,202106
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,0.92866508,202008
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,3804.99367439,202009
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,2.36925993,202010
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,0.50615221,202011
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,19.9056137,202012
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,2.26605941,202101
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,0.57999828,202102
US-USAGOV,US – The Federal Government of the United States,Bilateral,Spend,40.52671851,202103
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,27.294702,202008
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,42.457204,202009
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,16.294371,202010
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,12.569425,202011
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,31.637152,202012
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,23.902728,202101
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,39.143334,202102
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,90.254291,202103
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,59.235586,202104
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,147.181094,202105
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,342.166234,202106
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Commitment,42.48454,202107
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,76.073921,202008
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,982.017709,202009
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,17.969035,202010
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,51.419587,202011
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,7.072748,202103
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,21.06596,202104
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,-8.625926,202105
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,-2.065341,202106
XI-BRIDGE-6385676864,Global Environment Facility,Multilateral,Spend,0.89278,202107
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,836.53124058729,202008
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,519.11934411447,202009
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,536.94577471122,202010
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,547.64481089691,202011
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,1263.60932051677,202012
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,199.707341122062,202101
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,222.840913370327,202102
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,634.379929209603,202103
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,502.18022241476,202104
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,205.837200471285,202105
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,1030.3936941582,202106
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Commitment,449.709634755639,202107
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,34.070567097015,202008
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,191.167512606764,202009
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,411.236483536035,202010
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,94.5744464709,202011
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,134.936825200605,202012
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,61.695023785299,202101
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,303.930812095344,202102
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,159.126296875083,202103
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,181.531892868525,202104
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,28.984835770218,202105
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,97.2291171219209,202106
XI-IATI-EBRD,European Bank for Reconstruction and Development (EBRD),IFI,Spend,99.2256812135099,202107
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Commitment,3.3615,202008
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Commitment,11.76525,202010
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Commitment,0.56025,202011
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Commitment,0.395955,202103
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Commitment,8.93727,202104
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Commitment,17.184447,202105
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Commitment,24.1421863607999,202106
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Commitment,57.6962999999999,202107
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Spend,6.541479,202008
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Spend,9.68818616433,202011
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Spend,0.4482,202012
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Spend,0.138787227846,202104
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Spend,4.355505,202105
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Spend,13.3810163999999,202106
XI-IATI-EC_ECHO,EC – European Civil Protection and Humanitarian Aid Operations (ECHO),Bilateral,Spend,24.2279208,202107
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,14.812824501225,202008
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,-15.55886865123,202009
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,7.344076039965,202010
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,17.908279928325,202011
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,20.202365431035,202012
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,-3.722791354992,202102
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,-12.060645545709,202103
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,-0.4505594571,202104
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,-0.031426688151,202105
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,-0.248389268796,202106
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Commitment,45.70452,202107
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,43.616907463185,202008
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,24.753663089685,202009
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,9.93895247322,202010
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,37.17279922968,202011
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,56.009299049775,202012
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,18.544056960852,202101
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,36.001602529911,202102
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,21.141206693802,202103
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,20.7988396326,202104
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,24.575629656168,202105
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,17.800924634676,202106
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,7.96176354034799,202107
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,5.80536710766,202008
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,9.756124600455,202009
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,9.45117848614499,202010
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,5.12060732694,202011
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,7.84473427557,202012
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,8.882879652738,202101
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,7.059051450297,202102
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,12.650226081678,202103
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,5.191867408473,202104
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,5.722878699423,202105
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,8.525949423201,202106
XI-IATI-EC_FPI,EC – Service for Foreign Policy Instruments (FPI),Bilateral,Spend,3.642702826824,202107
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,875.73736450935,202008
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,728.93820924477,202009
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,307.9376142291,202010
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,426.009270028724,202011
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,1184.7347399182,202012
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,-3.558046120569,202101
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,-6.64824388410899,202102
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,-21.709484013609,202103
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,-18.9591847920449,202104
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,-52.8859744222589,202105
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,-50.4545508852749,202106
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Commitment,-7.448921097093,202107
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,358.762250462895,202008
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,361.748716109955,202009
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,484.410392961344,202010
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,768.387719336085,202011
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,1478.66243549584,202012
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,354.995431257771,202101
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,339.23634095124,202102
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,527.915156587892,202103
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,273.608046190206,202104
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,229.719096423044,202105
XI-IATI-EC_INTPA,EC - International Partnerships,Bilateral,Spend,452.623034109105,202106
